#{"t_start": 1745837767.579715, "env_id": "None"}
r,l,t
32.0,17,8309.535735
54.0,17,8309.535792
32.0,17,8309.535806
80.0,17,8309.535824
54.0,17,8309.535832
80.0,17,8309.53584
80.0,17,8309.535849
80.0,17,8309.535857
32.0,17,8309.650158
32.0,17,8309.650212
80.0,17,8309.650223
80.0,17,8309.650232
32.0,17,8309.65024
54.0,17,8309.650248
54.0,17,8309.650256
54.0,17,8309.650264
32.0,17,8309.79969
80.0,17,8309.799746
32.0,17,8309.79976
32.0,17,8309.799769
54.0,17,8309.799777
32.0,17,8309.799785
80.0,17,8309.799793
80.0,17,8309.7998
54.0,17,8309.895218
32.0,17,8309.895275
32.0,17,8309.895287
54.0,17,8309.895295
80.0,17,8309.895303
54.0,17,8309.89531
80.0,17,8309.895318
54.0,17,8309.895326
80.0,17,8309.995555
80.0,17,8309.99562
80.0,17,8309.995632
58.0,17,8309.995642
80.0,17,8309.995651
32.0,17,8309.995661
54.0,17,8309.99567
32.0,17,8309.99568
58.0,17,8310.082669
80.0,17,8310.082726
80.0,17,8310.082739
58.0,17,8310.082748
32.0,17,8310.082756
80.0,17,8310.082764
58.0,17,8310.082772
80.0,17,8310.082779
32.0,17,8310.192718
32.0,17,8310.192772
80.0,17,8310.192783
36.0,17,8310.192792
54.0,17,8310.1928
54.0,17,8310.192808
32.0,17,8310.192817
32.0,17,8310.192824
62.0,17,8310.529711
54.0,17,8310.529771
54.0,17,8310.529786
32.0,17,8310.529796
32.0,17,8310.529805
32.0,17,8310.529814
80.0,17,8310.529822
80.0,17,8310.52983
80.0,17,8311.015734
54.0,17,8311.015792
54.0,17,8311.015805
32.0,17,8311.015813
32.0,17,8311.015822
80.0,17,8311.015829
80.0,17,8311.015837
32.0,17,8311.015845
54.0,17,8311.490622
80.0,17,8311.490677
54.0,17,8311.490688
80.0,17,8311.490696
80.0,17,8311.490705
32.0,17,8311.490713
32.0,17,8311.490721
32.0,17,8311.490728
54.0,17,8311.971895
32.0,17,8311.971973
32.0,17,8311.971984
32.0,17,8311.971991
80.0,17,8311.971998
54.0,17,8311.972005
58.0,17,8311.972012
32.0,17,8311.972018
54.0,17,8312.445398
36.0,17,8312.445455
80.0,17,8312.445469
80.0,17,8312.445479
80.0,17,8312.445487
32.0,17,8312.445495
54.0,17,8312.445503
54.0,17,8312.445511
54.0,17,8312.953631
80.0,17,8312.953691
80.0,17,8312.953704
54.0,17,8312.953715
14.0,17,8312.953723
54.0,17,8312.953731
54.0,17,8312.953739
80.0,17,8312.953747
54.0,17,8313.41363
32.0,17,8313.413693
32.0,17,8313.413706
14.0,17,8313.413715
80.0,17,8313.413724
32.0,17,8313.413733
80.0,17,8313.413742
32.0,17,8313.413751
54.0,17,8313.926292
80.0,17,8313.926349
32.0,17,8313.926361
80.0,17,8313.926369
32.0,17,8313.926377
58.0,17,8313.926383
80.0,17,8313.92639
54.0,17,8313.926398
32.0,17,8314.416108
32.0,17,8314.416166
80.0,17,8314.41618
80.0,17,8314.416191
54.0,17,8314.416199
80.0,17,8314.416207
80.0,17,8314.416215
54.0,17,8314.416223
58.0,17,8314.885597
54.0,17,8314.885655
32.0,17,8314.885667
54.0,17,8314.885676
54.0,17,8314.885684
32.0,17,8314.885692
58.0,17,8314.885701
54.0,17,8314.885709
32.0,17,8315.083455
32.0,17,8315.083513
54.0,17,8315.083528
54.0,17,8315.083538
80.0,17,8315.083546
54.0,17,8315.083554
58.0,17,8315.083563
80.0,17,8315.08357
54.0,17,8315.290096
32.0,17,8315.290154
54.0,17,8315.290168
32.0,17,8315.290178
54.0,17,8315.290186
54.0,17,8315.290194
54.0,17,8315.290202
32.0,17,8315.29021
54.0,17,8315.643637
54.0,17,8315.643696
54.0,17,8315.643708
32.0,17,8315.643717
54.0,17,8315.643725
80.0,17,8315.643733
80.0,17,8315.643741
54.0,17,8315.643749
54.0,17,8315.923425
54.0,17,8315.923482
80.0,17,8315.923496
54.0,17,8315.923506
80.0,17,8315.923514
54.0,17,8315.923522
80.0,17,8315.92353
80.0,17,8315.923539
54.0,17,8315.963785
54.0,17,8315.963828
80.0,17,8315.963837
80.0,17,8315.963843
54.0,17,8315.963848
32.0,17,8315.963853
54.0,17,8315.963859
54.0,17,8315.963863
54.0,17,8316.011099
32.0,17,8316.011147
54.0,17,8316.011159
58.0,17,8316.011167
58.0,17,8316.011175
80.0,17,8316.011183
58.0,17,8316.011191
54.0,17,8316.011199
32.0,17,8316.046114
54.0,17,8316.046156
54.0,17,8316.046168
54.0,17,8316.046176
54.0,17,8316.046184
32.0,17,8316.046191
54.0,17,8316.046199
54.0,17,8316.046207
54.0,17,8316.079998
32.0,17,8316.080039
54.0,17,8316.080054
54.0,17,8316.080063
32.0,17,8316.080072
54.0,17,8316.08008
32.0,17,8316.080088
54.0,17,8316.080104
80.0,17,8316.11009
54.0,17,8316.110129
32.0,17,8316.110143
32.0,17,8316.110152
32.0,17,8316.110159
54.0,17,8316.110167
80.0,17,8316.110174
32.0,17,8316.110182
32.0,17,8316.144551
80.0,17,8316.144588
54.0,17,8316.1446
32.0,17,8316.144608
54.0,17,8316.144616
32.0,17,8316.144624
80.0,17,8316.144631
54.0,17,8316.144639
54.0,17,8316.176993
80.0,17,8316.177026
58.0,17,8316.177035
54.0,17,8316.177042
54.0,17,8316.177048
32.0,17,8316.177055
80.0,17,8316.177062
80.0,17,8316.177068
54.0,17,8316.221129
54.0,17,8316.221198
80.0,17,8316.22122
80.0,17,8316.221236
54.0,17,8316.22125
32.0,17,8316.221263
32.0,17,8316.221277
32.0,17,8316.221289
54.0,17,8316.425865
54.0,17,8316.42592
54.0,17,8316.425931
54.0,17,8316.425938
54.0,17,8316.425945
80.0,17,8316.425951
32.0,17,8316.425958
80.0,17,8316.425965
54.0,17,8316.903661
80.0,17,8316.903719
80.0,17,8316.903733
80.0,17,8316.903742
54.0,17,8316.90375
80.0,17,8316.903758
32.0,17,8316.903766
80.0,17,8316.903774
54.0,17,8317.387916
80.0,17,8317.387974
54.0,17,8317.387987
32.0,17,8317.387996
80.0,17,8317.388004
54.0,17,8317.388013
32.0,17,8317.388021
54.0,17,8317.388029
80.0,17,8317.858639
32.0,17,8317.858695
32.0,17,8317.858707
54.0,17,8317.858716
32.0,17,8317.858724
54.0,17,8317.858732
54.0,17,8317.85874
80.0,17,8317.858748
32.0,17,8318.335869
80.0,17,8318.335924
32.0,17,8318.335936
80.0,17,8318.335944
54.0,17,8318.335953
80.0,17,8318.33596
54.0,17,8318.335968
54.0,17,8318.335977
80.0,17,8318.807084
80.0,17,8318.807137
54.0,17,8318.807148
54.0,17,8318.807155
54.0,17,8318.807161
54.0,17,8318.807168
54.0,17,8318.807175
80.0,17,8318.807181
32.0,17,8319.275922
32.0,17,8319.275982
32.0,17,8319.275997
80.0,17,8319.276007
54.0,17,8319.276016
80.0,17,8319.276024
80.0,17,8319.276032
54.0,17,8319.27604
54.0,17,8319.666255
32.0,17,8319.666311
54.0,17,8319.666322
32.0,17,8319.666331
32.0,17,8319.666339
80.0,17,8319.666347
32.0,17,8319.666355
32.0,17,8319.666363
54.0,17,8320.139131
80.0,17,8320.139187
32.0,17,8320.139197
14.0,17,8320.139204
54.0,17,8320.13921
32.0,17,8320.139217
80.0,17,8320.139224
32.0,17,8320.139231
54.0,17,8320.610516
54.0,17,8320.610576
32.0,17,8320.610589
32.0,17,8320.610597
80.0,17,8320.610605
80.0,17,8320.610612
80.0,17,8320.61062
54.0,17,8320.610629
54.0,17,8321.091783
80.0,17,8321.09184
14.0,17,8321.091855
58.0,17,8321.091864
32.0,17,8321.091872
40.0,17,8321.091881
54.0,17,8321.091888
54.0,17,8321.091896
80.0,17,8321.579337
32.0,17,8321.579395
32.0,17,8321.57941
80.0,17,8321.579419
54.0,17,8321.579428
54.0,17,8321.579435
80.0,17,8321.579443
58.0,17,8321.579451
54.0,17,8322.031847
32.0,17,8322.031906
32.0,17,8322.031921
32.0,17,8322.031931
80.0,17,8322.031939
80.0,17,8322.031947
32.0,17,8322.031955
80.0,17,8322.031963
58.0,17,8322.375436
54.0,17,8322.375492
32.0,17,8322.375504
80.0,17,8322.375514
54.0,17,8322.375522
32.0,17,8322.37553
80.0,17,8322.375539
54.0,17,8322.375547
32.0,17,8322.727616
32.0,17,8322.727671
54.0,17,8322.727684
80.0,17,8322.727693
80.0,17,8322.727702
80.0,17,8322.72771
32.0,17,8322.727718
54.0,17,8322.727727
54.0,17,8323.203224
54.0,17,8323.203279
32.0,17,8323.203289
80.0,17,8323.203296
80.0,17,8323.203304
54.0,17,8323.20331
58.0,17,8323.203317
54.0,17,8323.203324
32.0,17,8323.695844
32.0,17,8323.695935
32.0,17,8323.695949
32.0,17,8323.695958
54.0,17,8323.695966
54.0,17,8323.695974
80.0,17,8323.695982
54.0,17,8323.69599
80.0,17,8324.147042
80.0,17,8324.147093
32.0,17,8324.147102
54.0,17,8324.14711
80.0,17,8324.147117
54.0,17,8324.147124
80.0,17,8324.14713
80.0,17,8324.147137
80.0,17,8324.619775
54.0,17,8324.619844
32.0,17,8324.619862
80.0,17,8324.619872
80.0,17,8324.619881
80.0,17,8324.619891
54.0,17,8324.6199
32.0,17,8324.61991
54.0,17,8325.079019
58.0,17,8325.079073
14.0,17,8325.079082
80.0,17,8325.07909
80.0,17,8325.079097
80.0,17,8325.079104
32.0,17,8325.079111
80.0,17,8325.079118
54.0,17,8325.555912
54.0,17,8325.55597
54.0,17,8325.555985
80.0,17,8325.555995
32.0,17,8325.556011
32.0,17,8325.55602
54.0,17,8325.556027
32.0,17,8325.556035
80.0,17,8326.042928
80.0,17,8326.042988
54.0,17,8326.042998
36.0,17,8326.043006
80.0,17,8326.043013
80.0,17,8326.04302
80.0,17,8326.043027
54.0,17,8326.043034
32.0,17,8326.544056
32.0,17,8326.544113
14.0,17,8326.544126
32.0,17,8326.544135
32.0,17,8326.544142
58.0,17,8326.54415
54.0,17,8326.544158
32.0,17,8326.544166
80.0,17,8327.015149
54.0,17,8327.015201
32.0,17,8327.015212
54.0,17,8327.015219
80.0,17,8327.015226
80.0,17,8327.015234
54.0,17,8327.01524
80.0,17,8327.015247
80.0,17,8327.48478
80.0,17,8327.484836
32.0,17,8327.484849
80.0,17,8327.484859
54.0,17,8327.484866
80.0,17,8327.484874
80.0,17,8327.484882
54.0,17,8327.48489
80.0,17,8327.963838
80.0,17,8327.963892
32.0,17,8327.963902
32.0,17,8327.96391
54.0,17,8327.963917
80.0,17,8327.963924
80.0,17,8327.963931
32.0,17,8327.963938
54.0,17,8465.866921
54.0,17,8465.866999
80.0,17,8465.86701
54.0,17,8465.867018
58.0,17,8465.867024
54.0,17,8465.867031
80.0,17,8465.867037
32.0,17,8465.867044
80.0,17,8466.355406
80.0,17,8466.355459
14.0,17,8466.355468
54.0,17,8466.355476
54.0,17,8466.355483
54.0,17,8466.35549
80.0,17,8466.355497
32.0,17,8466.355503
54.0,17,8466.827208
54.0,17,8466.827261
54.0,17,8466.827272
80.0,17,8466.827278
80.0,17,8466.827286
54.0,17,8466.827292
54.0,17,8466.827299
58.0,17,8466.827306
80.0,17,8467.307313
80.0,17,8467.307371
80.0,17,8467.307385
80.0,17,8467.307395
80.0,17,8467.307403
54.0,17,8467.307411
32.0,17,8467.30742
80.0,17,8467.307428
58.0,17,8467.782153
54.0,17,8467.78221
54.0,17,8467.782223
80.0,17,8467.782232
80.0,17,8467.78224
32.0,17,8467.782248
54.0,17,8467.782257
40.0,17,8467.782265
80.0,17,8468.23178
32.0,17,8468.231839
32.0,17,8468.231853
32.0,17,8468.231863
32.0,17,8468.23187
80.0,17,8468.231879
32.0,17,8468.231886
32.0,17,8468.231894
32.0,17,8468.703786
54.0,17,8468.703843
80.0,17,8468.703856
80.0,17,8468.703865
80.0,17,8468.703873
80.0,17,8468.703881
58.0,17,8468.703889
32.0,17,8468.703897
54.0,17,8469.179097
54.0,17,8469.179157
54.0,17,8469.179172
80.0,17,8469.179181
54.0,17,8469.179189
80.0,17,8469.179198
54.0,17,8469.179206
80.0,17,8469.179214
14.0,17,8469.69439
80.0,17,8469.694446
54.0,17,8469.694458
54.0,17,8469.694467
32.0,17,8469.694475
32.0,17,8469.694483
80.0,17,8469.694491
80.0,17,8469.694498
54.0,17,8470.176068
32.0,17,8470.17612
80.0,17,8470.176131
32.0,17,8470.176138
80.0,17,8470.176144
54.0,17,8470.176151
32.0,17,8470.176158
32.0,17,8470.176164
80.0,17,8470.651137
32.0,17,8470.651188
32.0,17,8470.651199
32.0,17,8470.651206
58.0,17,8470.651213
80.0,17,8470.65122
54.0,17,8470.651227
32.0,17,8470.651233
54.0,17,8471.133671
54.0,17,8471.133737
32.0,17,8471.133749
54.0,17,8471.133759
54.0,17,8471.133767
58.0,17,8471.133776
58.0,17,8471.133784
54.0,17,8471.133793
54.0,17,8471.597819
54.0,17,8471.597874
32.0,17,8471.597886
80.0,17,8471.597894
80.0,17,8471.597903
54.0,17,8471.597911
58.0,17,8471.597919
32.0,17,8471.597926
54.0,17,8471.788968
80.0,17,8471.789018
54.0,17,8471.789029
80.0,17,8471.789036
32.0,17,8471.789042
32.0,17,8471.789049
54.0,17,8471.789056
32.0,17,8471.789062
80.0,17,8471.828074
54.0,17,8471.828121
58.0,17,8471.828131
32.0,17,8471.828138
80.0,17,8471.828144
32.0,17,8471.828151
54.0,17,8471.828157
80.0,17,8471.828164
80.0,17,8471.86349
54.0,17,8471.863535
54.0,17,8471.863546
80.0,17,8471.863553
80.0,17,8471.86356
80.0,17,8471.863566
54.0,17,8471.863573
54.0,17,8471.86358
54.0,17,8471.900037
54.0,17,8471.900081
80.0,17,8471.900091
32.0,17,8471.900098
80.0,17,8471.900105
14.0,17,8471.900112
80.0,17,8471.900118
80.0,17,8471.900125
54.0,17,8471.935525
80.0,17,8471.935568
32.0,17,8471.935577
54.0,17,8471.935584
80.0,17,8471.935591
32.0,17,8471.935597
54.0,17,8471.935604
54.0,17,8471.935611
32.0,17,8471.970397
58.0,17,8471.970434
32.0,17,8471.970443
54.0,17,8471.97045
54.0,17,8471.970456
32.0,17,8471.970463
32.0,17,8471.970469
80.0,17,8471.970475
54.0,17,8472.003664
80.0,17,8472.0037
32.0,17,8472.00371
80.0,17,8472.003717
80.0,17,8472.003724
32.0,17,8472.00373
54.0,17,8472.003736
54.0,17,8472.003742
54.0,17,8472.037361
32.0,17,8472.037398
80.0,17,8472.037407
80.0,17,8472.037415
54.0,17,8472.037421
58.0,17,8472.037427
32.0,17,8472.037434
80.0,17,8472.03744
80.0,17,8472.089649
54.0,17,8472.089716
32.0,17,8472.08974
54.0,17,8472.089755
80.0,17,8472.089768
80.0,17,8472.089779
80.0,17,8472.089791
36.0,17,8472.089803
54.0,17,8472.135322
80.0,17,8472.135377
54.0,17,8472.135394
32.0,17,8472.135405
32.0,17,8472.135416
54.0,17,8472.135425
32.0,17,8472.135435
32.0,17,8472.135445
58.0,17,8472.179518
80.0,17,8472.179577
54.0,17,8472.179594
80.0,17,8472.179605
54.0,17,8472.179615
80.0,17,8472.179625
32.0,17,8472.179636
80.0,17,8472.179646
32.0,17,8472.544431
58.0,17,8472.544485
80.0,17,8472.544496
80.0,17,8472.544502
54.0,17,8472.544509
54.0,17,8472.544516
80.0,17,8472.544523
54.0,17,8472.54453
32.0,17,8472.986126
58.0,17,8472.986185
54.0,17,8472.9862
32.0,17,8472.986211
32.0,17,8472.986219
80.0,17,8472.986227
58.0,17,8472.986235
54.0,17,8472.986243
32.0,17,8473.436194
54.0,17,8473.436249
80.0,17,8473.436261
32.0,17,8473.43627
54.0,17,8473.436278
32.0,17,8473.436287
54.0,17,8473.436295
32.0,17,8473.436302
80.0,17,8473.919695
32.0,17,8473.919762
54.0,17,8473.919778
80.0,17,8473.919788
54.0,17,8473.919799
54.0,17,8473.919807
32.0,17,8473.919815
58.0,17,8473.919823
32.0,17,8474.38556
54.0,17,8474.385615
80.0,17,8474.385625
54.0,17,8474.385633
32.0,17,8474.38564
58.0,17,8474.385646
80.0,17,8474.385653
32.0,17,8474.38566
54.0,17,8474.871964
54.0,17,8474.872028
54.0,17,8474.872038
32.0,17,8474.872045
54.0,17,8474.872051
32.0,17,8474.872058
80.0,17,8474.872064
54.0,17,8474.872071
32.0,17,8475.343887
54.0,17,8475.343941
54.0,17,8475.343952
58.0,17,8475.343959
80.0,17,8475.343966
32.0,17,8475.343973
32.0,17,8475.343979
80.0,17,8475.343986
54.0,17,8475.825809
32.0,17,8475.825861
80.0,17,8475.825871
32.0,17,8475.825878
80.0,17,8475.825885
32.0,17,8475.825891
54.0,17,8475.825898
54.0,17,8475.825904
32.0,17,8476.325815
54.0,17,8476.325897
54.0,17,8476.32591
80.0,17,8476.325917
58.0,17,8476.325924
54.0,17,8476.325931
80.0,17,8476.325938
54.0,17,8476.325944
54.0,17,8476.810348
32.0,17,8476.810404
54.0,17,8476.810415
54.0,17,8476.810421
58.0,17,8476.810428
32.0,17,8476.810435
54.0,17,8476.810441
80.0,17,8476.810448
32.0,17,8477.298005
80.0,17,8477.298068
54.0,17,8477.298082
80.0,17,8477.298092
54.0,17,8477.2981
32.0,17,8477.298107
54.0,17,8477.298116
54.0,17,8477.298123
80.0,17,8477.776634
80.0,17,8477.77671
54.0,17,8477.776721
32.0,17,8477.776728
54.0,17,8477.776735
32.0,17,8477.776742
80.0,17,8477.776748
32.0,17,8477.776754
32.0,17,8478.251896
32.0,17,8478.25197
54.0,17,8478.251985
80.0,17,8478.251995
54.0,17,8478.252003
80.0,17,8478.252012
54.0,17,8478.25202
32.0,17,8478.252028
32.0,17,8478.719098
80.0,17,8478.719156
80.0,17,8478.719168
58.0,17,8478.719176
32.0,17,8478.719184
80.0,17,8478.719192
80.0,17,8478.719199
32.0,17,8478.719207
32.0,17,8479.191929
54.0,17,8479.191988
54.0,17,8479.192002
32.0,17,8479.192011
80.0,17,8479.192019
54.0,17,8479.192028
58.0,17,8479.192036
54.0,17,8479.192043
54.0,17,8479.66569
54.0,17,8479.66575
54.0,17,8479.665765
54.0,17,8479.665775
32.0,17,8479.665783
80.0,17,8479.665791
54.0,17,8479.665799
80.0,17,8479.665808
54.0,17,8480.171892
58.0,17,8480.171951
54.0,17,8480.171966
80.0,17,8480.171975
54.0,17,8480.171984
54.0,17,8480.171992
80.0,17,8480.172
58.0,17,8480.172008
54.0,17,8480.643267
80.0,17,8480.64332
80.0,17,8480.64333
32.0,17,8480.643337
54.0,17,8480.643344
54.0,17,8480.643351
54.0,17,8480.643358
54.0,17,8480.643364
80.0,17,8481.126673
32.0,17,8481.126758
32.0,17,8481.126775
80.0,17,8481.126785
54.0,17,8481.126793
54.0,17,8481.126802
80.0,17,8481.12681
80.0,17,8481.126818
80.0,17,8481.609995
80.0,17,8481.610051
80.0,17,8481.610062
54.0,17,8481.610069
32.0,17,8481.610083
54.0,17,8481.61009
80.0,17,8481.610097
80.0,17,8481.610103
62.0,17,8482.07562
54.0,17,8482.075683
58.0,17,8482.075694
32.0,17,8482.075701
80.0,17,8482.075708
58.0,17,8482.075715
32.0,17,8482.075721
58.0,17,8482.075728
32.0,17,8482.530308
80.0,17,8482.530361
80.0,17,8482.530371
80.0,17,8482.530378
80.0,17,8482.530385
80.0,17,8482.530391
80.0,17,8482.530398
54.0,17,8482.530404
54.0,17,8483.020578
80.0,17,8483.020634
80.0,17,8483.020646
32.0,17,8483.020654
32.0,17,8483.020662
80.0,17,8483.02067
80.0,17,8483.020679
80.0,17,8483.020687
32.0,17,8483.518257
54.0,17,8483.51831
80.0,17,8483.51832
80.0,17,8483.518327
54.0,17,8483.518334
54.0,17,8483.518341
54.0,17,8483.518347
32.0,17,8483.518354
80.0,17,8483.989037
80.0,17,8483.989094
32.0,17,8483.989115
80.0,17,8483.989125
32.0,17,8483.989133
32.0,17,8483.989141
32.0,17,8483.989148
54.0,17,8483.989156
54.0,17,8484.428336
32.0,17,8484.428394
58.0,17,8484.428409
54.0,17,8484.428418
80.0,17,8484.428426
54.0,17,8484.428434
32.0,17,8484.428441
54.0,17,8484.428449
54.0,17,8484.807585
58.0,17,8484.80765
32.0,17,8484.807665
80.0,17,8484.807674
80.0,17,8484.807683
54.0,17,8484.807691
40.0,17,8484.807701
80.0,17,8484.807709
80.0,17,8485.275419
80.0,17,8485.275502
32.0,17,8485.275518
32.0,17,8485.275528
80.0,17,8485.275537
80.0,17,8485.275545
54.0,17,8485.275553
54.0,17,8485.275561
80.0,17,8485.739279
80.0,17,8485.739334
54.0,17,8485.739344
54.0,17,8485.739352
58.0,17,8485.739358
54.0,17,8485.739365
32.0,17,8485.739372
54.0,17,8485.739378
54.0,17,8486.218744
54.0,17,8486.218801
54.0,17,8486.218815
54.0,17,8486.218824
54.0,17,8486.218832
54.0,17,8486.218841
80.0,17,8486.218849
58.0,17,8486.218858
54.0,17,8486.69919
32.0,17,8486.699249
54.0,17,8486.699263
32.0,17,8486.699274
54.0,17,8486.699282
54.0,17,8486.69929
54.0,17,8486.699298
54.0,17,8486.699306
54.0,17,8487.162779
80.0,17,8487.162849
54.0,17,8487.162864
32.0,17,8487.162874
80.0,17,8487.162882
32.0,17,8487.16289
54.0,17,8487.162899
80.0,17,8487.162907
54.0,17,8487.63078
54.0,17,8487.630838
32.0,17,8487.630854
54.0,17,8487.630864
54.0,17,8487.630872
80.0,17,8487.63088
80.0,17,8487.630888
58.0,17,8487.630896
54.0,17,8488.096495
80.0,17,8488.096557
32.0,17,8488.096571
80.0,17,8488.096581
54.0,17,8488.096589
80.0,17,8488.096598
40.0,17,8488.096605
80.0,17,8488.096613
80.0,17,8488.531601
32.0,17,8488.531657
32.0,17,8488.53167
54.0,17,8488.531679
32.0,17,8488.531687
54.0,17,8488.531695
80.0,17,8488.531703
58.0,17,8488.531711
32.0,17,8489.009379
32.0,17,8489.009436
54.0,17,8489.00945
54.0,17,8489.00946
32.0,17,8489.009469
54.0,17,8489.009477
54.0,17,8489.009485
32.0,17,8489.009493
80.0,17,8489.468046
32.0,17,8489.468103
36.0,17,8489.468117
80.0,17,8489.468127
54.0,17,8489.468135
80.0,17,8489.468143
32.0,17,8489.468151
58.0,17,8489.468159
32.0,17,8489.905241
80.0,17,8489.905294
54.0,17,8489.905304
54.0,17,8489.905312
54.0,17,8489.905318
80.0,17,8489.905325
32.0,17,8489.905332
80.0,17,8489.905339
80.0,17,8490.385876
54.0,17,8490.38593
32.0,17,8490.38594
32.0,17,8490.385947
54.0,17,8490.385954
54.0,17,8490.385961
54.0,17,8490.385967
54.0,17,8490.385974
32.0,17,8490.879197
58.0,17,8490.879249
54.0,17,8490.879259
80.0,17,8490.879266
80.0,17,8490.879273
54.0,17,8490.879279
80.0,17,8490.879286
80.0,17,8490.879293
32.0,17,8491.36192
32.0,17,8491.361979
80.0,17,8491.361993
32.0,17,8491.362002
80.0,17,8491.36201
54.0,17,8491.362019
54.0,17,8491.362027
54.0,17,8491.362035
54.0,17,8491.853189
54.0,17,8491.853252
54.0,17,8491.853266
54.0,17,8491.853274
32.0,17,8491.853283
54.0,17,8491.853293
54.0,17,8491.853302
54.0,17,8491.853312
80.0,17,8492.355747
80.0,17,8492.355812
54.0,17,8492.355826
54.0,17,8492.355836
40.0,17,8492.355845
32.0,17,8492.355853
32.0,17,8492.355862
58.0,17,8492.35587
54.0,17,8492.843698
32.0,17,8492.843757
58.0,17,8492.843769
80.0,17,8492.843778
80.0,17,8492.843786
58.0,17,8492.843793
32.0,17,8492.843801
54.0,17,8492.843809
54.0,17,8493.331224
58.0,17,8493.331278
54.0,17,8493.331287
58.0,17,8493.331294
32.0,17,8493.331301
54.0,17,8493.331307
32.0,17,8493.331314
