#{"t_start": 1745837767.579715, "env_id": "None"}
r,l,t
54.0,17,8097.518784
54.0,17,8097.518791
54.0,17,8097.518797
80.0,17,8097.518804
54.0,17,8097.999599
80.0,17,8097.999656
80.0,17,8097.999668
54.0,17,8097.999677
80.0,17,8097.999685
54.0,17,8097.999693
54.0,17,8097.999701
58.0,17,8097.999708
80.0,17,8098.477277
32.0,17,8098.47733
54.0,17,8098.477341
32.0,17,8098.477349
54.0,17,8098.477355
32.0,17,8098.477362
54.0,17,8098.477369
54.0,17,8098.477376
54.0,17,8098.955498
32.0,17,8098.955555
80.0,17,8098.955568
54.0,17,8098.955576
32.0,17,8098.955585
80.0,17,8098.955593
80.0,17,8098.955601
14.0,17,8098.955608
54.0,17,8099.444347
80.0,17,8099.444402
80.0,17,8099.444413
80.0,17,8099.444421
80.0,17,8099.444427
32.0,17,8099.444434
58.0,17,8099.444441
54.0,17,8099.444448
54.0,17,8099.925434
54.0,17,8099.925488
54.0,17,8099.925498
54.0,17,8099.925505
54.0,17,8099.925512
80.0,17,8099.925519
32.0,17,8099.925526
32.0,17,8099.925533
32.0,17,8100.409056
80.0,17,8100.409131
32.0,17,8100.409145
32.0,17,8100.409154
54.0,17,8100.409162
54.0,17,8100.409169
80.0,17,8100.409177
54.0,17,8100.409184
54.0,17,8100.860726
54.0,17,8100.860783
80.0,17,8100.860797
32.0,17,8100.860807
32.0,17,8100.860816
80.0,17,8100.860824
80.0,17,8100.860832
54.0,17,8100.860841
58.0,17,8101.316604
32.0,17,8101.316657
66.0,17,8101.316667
80.0,17,8101.316674
54.0,17,8101.316681
32.0,17,8101.316688
32.0,17,8101.316694
80.0,17,8101.316701
32.0,17,8101.795124
80.0,17,8101.79518
54.0,17,8101.79519
54.0,17,8101.795197
54.0,17,8101.795204
58.0,17,8101.79521
32.0,17,8101.795217
32.0,17,8101.795224
80.0,17,8102.240007
80.0,17,8102.240083
54.0,17,8102.240096
80.0,17,8102.240105
80.0,17,8102.240113
32.0,17,8102.240121
54.0,17,8102.240129
80.0,17,8102.240137
80.0,17,8102.68806
58.0,17,8102.688113
32.0,17,8102.688124
54.0,17,8102.688131
36.0,17,8102.688138
54.0,17,8102.688144
80.0,17,8102.688151
80.0,17,8102.688157
32.0,17,8103.140035
80.0,17,8103.140117
14.0,17,8103.140138
80.0,17,8103.140149
54.0,17,8103.14016
80.0,17,8103.140172
32.0,17,8103.140182
32.0,17,8103.140193
54.0,17,8103.600629
32.0,17,8103.600688
80.0,17,8103.600703
54.0,17,8103.600713
80.0,17,8103.600722
54.0,17,8103.600729
54.0,17,8103.600737
32.0,17,8103.600745
80.0,17,8104.086013
54.0,17,8104.086072
80.0,17,8104.086085
32.0,17,8104.086094
80.0,17,8104.086102
54.0,17,8104.08611
54.0,17,8104.086119
32.0,17,8104.086128
58.0,17,8104.555906
80.0,17,8104.555968
32.0,17,8104.555983
58.0,17,8104.555994
80.0,17,8104.556002
80.0,17,8104.55601
32.0,17,8104.556019
54.0,17,8104.556027
58.0,17,8105.031923
80.0,17,8105.031979
54.0,17,8105.031993
80.0,17,8105.032002
58.0,17,8105.03201
54.0,17,8105.032019
58.0,17,8105.032027
54.0,17,8105.032035
32.0,17,8105.512396
80.0,17,8105.512449
80.0,17,8105.51246
80.0,17,8105.512468
80.0,17,8105.512474
58.0,17,8105.512481
54.0,17,8105.512488
80.0,17,8105.512495
54.0,17,8105.971651
80.0,17,8105.971715
80.0,17,8105.971727
54.0,17,8105.971735
54.0,17,8105.971743
54.0,17,8105.971751
54.0,17,8105.971759
80.0,17,8105.971767
80.0,17,8106.448256
32.0,17,8106.448308
80.0,17,8106.448319
80.0,17,8106.448326
80.0,17,8106.448333
80.0,17,8106.44834
80.0,17,8106.448347
58.0,17,8106.448354
80.0,17,8106.90018
80.0,17,8106.900236
32.0,17,8106.900248
54.0,17,8106.900255
80.0,17,8106.900261
32.0,17,8106.900268
54.0,17,8106.900275
32.0,17,8106.900282
80.0,17,8107.379704
54.0,17,8107.379759
54.0,17,8107.379769
32.0,17,8107.379776
80.0,17,8107.379783
80.0,17,8107.37979
54.0,17,8107.379797
58.0,17,8107.379804
54.0,17,8107.871145
80.0,17,8107.871203
14.0,17,8107.871218
14.0,17,8107.871227
54.0,17,8107.871235
80.0,17,8107.871243
58.0,17,8107.87125
54.0,17,8107.871259
54.0,17,8108.350234
32.0,17,8108.350293
58.0,17,8108.350307
32.0,17,8108.350317
80.0,17,8108.350325
32.0,17,8108.350334
32.0,17,8108.350342
80.0,17,8108.350358
32.0,17,8108.829479
80.0,17,8108.829535
58.0,17,8108.829547
54.0,17,8108.829556
32.0,17,8108.829564
54.0,17,8108.829571
54.0,17,8108.82958
32.0,17,8108.829588
32.0,17,8109.323229
80.0,17,8109.323284
32.0,17,8109.323299
32.0,17,8109.323309
80.0,17,8109.323317
54.0,17,8109.323326
32.0,17,8109.323334
80.0,17,8109.323342
80.0,17,8109.795269
54.0,17,8109.79533
58.0,17,8109.795346
54.0,17,8109.795358
54.0,17,8109.795367
32.0,17,8109.795375
58.0,17,8109.795384
32.0,17,8109.795392
58.0,17,8110.279215
54.0,17,8110.279269
80.0,17,8110.279278
80.0,17,8110.279286
54.0,17,8110.279292
58.0,17,8110.279299
80.0,17,8110.279305
54.0,17,8110.279312
80.0,17,8110.753193
54.0,17,8110.753252
32.0,17,8110.753266
58.0,17,8110.753275
54.0,17,8110.753283
80.0,17,8110.753291
80.0,17,8110.753299
32.0,17,8110.753307
32.0,17,8111.230285
80.0,17,8111.230344
54.0,17,8111.230358
54.0,17,8111.230368
54.0,17,8111.230376
54.0,17,8111.230383
54.0,17,8111.230391
32.0,17,8111.230399
54.0,17,8111.698352
14.0,17,8111.698407
54.0,17,8111.69842
32.0,17,8111.698429
32.0,17,8111.698437
32.0,17,8111.698445
80.0,17,8111.698453
54.0,17,8111.698461
54.0,17,8112.196466
32.0,17,8112.196524
54.0,17,8112.196538
32.0,17,8112.196548
54.0,17,8112.196556
58.0,17,8112.196563
54.0,17,8112.196572
58.0,17,8112.19658
54.0,17,8112.646174
80.0,17,8112.646234
32.0,17,8112.646249
32.0,17,8112.646258
80.0,17,8112.646266
80.0,17,8112.646274
32.0,17,8112.646282
32.0,17,8112.64629
58.0,17,8113.096769
58.0,17,8113.096823
54.0,17,8113.096833
54.0,17,8113.09684
54.0,17,8113.096847
80.0,17,8113.096854
32.0,17,8113.096861
32.0,17,8113.096868
54.0,17,8113.564332
54.0,17,8113.564386
32.0,17,8113.564397
80.0,17,8113.564404
54.0,17,8113.564411
32.0,17,8113.564418
54.0,17,8113.564425
80.0,17,8113.564431
54.0,17,8114.030811
54.0,17,8114.030874
54.0,17,8114.030887
80.0,17,8114.030896
54.0,17,8114.030904
80.0,17,8114.030911
32.0,17,8114.03092
32.0,17,8114.030928
32.0,17,8114.498274
80.0,17,8114.498327
32.0,17,8114.498338
32.0,17,8114.498346
58.0,17,8114.498353
54.0,17,8114.498359
54.0,17,8114.498366
80.0,17,8114.498373
80.0,17,8114.979187
80.0,17,8114.979243
80.0,17,8114.979254
54.0,17,8114.979261
54.0,17,8114.979268
54.0,17,8114.979275
80.0,17,8114.979281
32.0,17,8114.979288
80.0,17,8115.436258
80.0,17,8115.436316
32.0,17,8115.43633
54.0,17,8115.43634
54.0,17,8115.436348
54.0,17,8115.436356
80.0,17,8115.436364
58.0,17,8115.436372
80.0,17,8115.758516
80.0,17,8115.758572
54.0,17,8115.758582
32.0,17,8115.758589
32.0,17,8115.758596
54.0,17,8115.758603
54.0,17,8115.75861
32.0,17,8115.758616
54.0,17,8116.235409
54.0,17,8116.235462
54.0,17,8116.235472
58.0,17,8116.235479
54.0,17,8116.235485
54.0,17,8116.235492
54.0,17,8116.235498
32.0,17,8116.235505
80.0,17,8116.708937
32.0,17,8116.708994
32.0,17,8116.709009
80.0,17,8116.709018
54.0,17,8116.709027
54.0,17,8116.709035
32.0,17,8116.709044
54.0,17,8116.709052
32.0,17,8117.175118
80.0,17,8117.175172
54.0,17,8117.175182
54.0,17,8117.175189
54.0,17,8117.175196
58.0,17,8117.175203
54.0,17,8117.175209
32.0,17,8117.175216
80.0,17,8117.643284
40.0,17,8117.643342
80.0,17,8117.643352
54.0,17,8117.643359
14.0,17,8117.643366
80.0,17,8117.643372
32.0,17,8117.643379
80.0,17,8117.643387
54.0,17,8118.127506
58.0,17,8118.127563
80.0,17,8118.127575
54.0,17,8118.127584
80.0,17,8118.127592
32.0,17,8118.1276
80.0,17,8118.127609
54.0,17,8118.127617
54.0,17,8118.614397
32.0,17,8118.614454
54.0,17,8118.614465
54.0,17,8118.614474
80.0,17,8118.614481
58.0,17,8118.614489
54.0,17,8118.614497
32.0,17,8118.614505
32.0,17,8119.075902
36.0,17,8119.075957
54.0,17,8119.075969
80.0,17,8119.075978
54.0,17,8119.075986
32.0,17,8119.075994
54.0,17,8119.076002
32.0,17,8119.076009
32.0,17,8119.540978
80.0,17,8119.541036
54.0,17,8119.541052
14.0,17,8119.541061
80.0,17,8119.541069
54.0,17,8119.541078
54.0,17,8119.541086
80.0,17,8119.541094
54.0,17,8120.014684
32.0,17,8120.014744
32.0,17,8120.014766
54.0,17,8120.014776
54.0,17,8120.014785
32.0,17,8120.014793
58.0,17,8120.014801
54.0,17,8120.014808
54.0,17,8120.516221
54.0,17,8120.516278
80.0,17,8120.51629
80.0,17,8120.516298
80.0,17,8120.516306
32.0,17,8120.516314
32.0,17,8120.516322
80.0,17,8120.51633
32.0,17,8121.003273
80.0,17,8121.003324
80.0,17,8121.003333
32.0,17,8121.003341
54.0,17,8121.003348
80.0,17,8121.003355
54.0,17,8121.003362
32.0,17,8121.003368
32.0,17,8121.504544
32.0,17,8121.504601
32.0,17,8121.504613
32.0,17,8121.504621
80.0,17,8121.504629
80.0,17,8121.504637
80.0,17,8121.504645
32.0,17,8121.504653
80.0,17,8121.967851
80.0,17,8121.967911
32.0,17,8121.967925
32.0,17,8121.967935
54.0,17,8121.967943
54.0,17,8121.967951
54.0,17,8121.967959
54.0,17,8121.967967
80.0,17,8122.319377
54.0,17,8122.319432
80.0,17,8122.319445
32.0,17,8122.319453
54.0,17,8122.319462
80.0,17,8122.319469
32.0,17,8122.319478
80.0,17,8122.319485
80.0,17,8122.425685
80.0,17,8122.425742
80.0,17,8122.425754
54.0,17,8122.425763
14.0,17,8122.425772
80.0,17,8122.42578
58.0,17,8122.425788
80.0,17,8122.425796
54.0,17,8122.523394
54.0,17,8122.523449
80.0,17,8122.523461
54.0,17,8122.52347
58.0,17,8122.523478
80.0,17,8122.523486
32.0,17,8122.523493
32.0,17,8122.523501
80.0,17,8122.626728
32.0,17,8122.626784
80.0,17,8122.626799
80.0,17,8122.626808
32.0,17,8122.626817
54.0,17,8122.626825
80.0,17,8122.626832
80.0,17,8122.62684
54.0,17,8122.719651
54.0,17,8122.719708
54.0,17,8122.719723
80.0,17,8122.719732
54.0,17,8122.719741
80.0,17,8122.719749
58.0,17,8122.719756
32.0,17,8122.719764
80.0,17,8122.836949
54.0,17,8122.837005
32.0,17,8122.837019
80.0,17,8122.837029
54.0,17,8122.837037
32.0,17,8122.837044
32.0,17,8122.837053
54.0,17,8122.837061
80.0,17,8123.337468
54.0,17,8123.337526
54.0,17,8123.33754
32.0,17,8123.33755
32.0,17,8123.337559
80.0,17,8123.337567
32.0,17,8123.337575
80.0,17,8123.337582
80.0,17,8123.800046
80.0,17,8123.800103
32.0,17,8123.800117
54.0,17,8123.800127
32.0,17,8123.800135
54.0,17,8123.800142
80.0,17,8123.80015
80.0,17,8123.800158
80.0,17,8124.258919
54.0,17,8124.258976
32.0,17,8124.258991
80.0,17,8124.259
80.0,17,8124.259008
80.0,17,8124.259016
32.0,17,8124.259024
32.0,17,8124.259032
32.0,17,8124.71942
32.0,17,8124.719476
32.0,17,8124.719491
54.0,17,8124.7195
54.0,17,8124.719509
32.0,17,8124.719517
32.0,17,8124.719525
54.0,17,8124.719533
32.0,17,8125.195667
54.0,17,8125.195723
54.0,17,8125.195734
32.0,17,8125.195741
54.0,17,8125.195748
54.0,17,8125.195755
54.0,17,8125.195761
32.0,17,8125.195768
54.0,17,8125.691265
32.0,17,8125.691338
80.0,17,8125.691349
80.0,17,8125.691356
54.0,17,8125.691363
54.0,17,8125.691369
32.0,17,8125.691376
54.0,17,8125.691383
80.0,17,8126.156299
80.0,17,8126.156362
62.0,17,8126.156372
14.0,17,8126.15638
54.0,17,8126.156387
54.0,17,8126.156394
32.0,17,8126.1564
54.0,17,8126.156407
80.0,17,8126.607768
80.0,17,8126.607827
54.0,17,8126.607843
80.0,17,8126.607853
54.0,17,8126.607861
32.0,17,8126.607869
36.0,17,8126.607878
80.0,17,8126.607886
32.0,17,8127.089225
54.0,17,8127.089283
58.0,17,8127.089293
54.0,17,8127.089301
54.0,17,8127.089308
54.0,17,8127.089315
54.0,17,8127.089322
80.0,17,8127.089328
54.0,17,8127.555141
32.0,17,8127.555215
54.0,17,8127.555226
80.0,17,8127.555233
54.0,17,8127.55524
58.0,17,8127.555247
80.0,17,8127.555254
80.0,17,8127.55526
14.0,17,8127.73929
80.0,17,8127.739341
32.0,17,8127.739351
32.0,17,8127.739358
54.0,17,8127.739365
80.0,17,8127.739371
80.0,17,8127.739378
80.0,17,8127.739384
32.0,17,8127.775412
54.0,17,8127.775451
54.0,17,8127.775461
32.0,17,8127.775467
54.0,17,8127.775474
54.0,17,8127.77548
80.0,17,8127.775487
54.0,17,8127.775494
32.0,17,8127.808499
80.0,17,8127.808536
58.0,17,8127.808547
80.0,17,8127.808554
54.0,17,8127.808559
54.0,17,8127.808565
36.0,17,8127.80857
80.0,17,8127.808576
80.0,17,8127.835837
54.0,17,8127.83587
54.0,17,8127.835879
54.0,17,8127.835885
58.0,17,8127.83589
58.0,17,8127.835895
54.0,17,8127.8359
54.0,17,8127.835912
32.0,17,8127.860323
32.0,17,8127.860358
32.0,17,8127.860366
80.0,17,8127.860372
54.0,17,8127.860377
54.0,17,8127.860383
80.0,17,8127.860387
58.0,17,8127.860392
54.0,17,8127.892288
54.0,17,8127.892332
54.0,17,8127.892343
54.0,17,8127.892351
80.0,17,8127.892358
54.0,17,8127.892365
32.0,17,8127.892372
54.0,17,8127.892379
32.0,17,8127.929711
54.0,17,8127.929762
58.0,17,8127.929776
80.0,17,8127.929785
80.0,17,8127.929794
80.0,17,8127.929802
32.0,17,8127.929811
54.0,17,8127.929819
32.0,17,8127.971039
54.0,17,8127.971089
54.0,17,8127.971106
54.0,17,8127.971116
54.0,17,8127.971125
32.0,17,8127.971134
80.0,17,8127.971143
32.0,17,8127.971153
80.0,17,8128.010242
54.0,17,8128.010291
58.0,17,8128.010308
80.0,17,8128.010318
54.0,17,8128.010328
32.0,17,8128.010337
58.0,17,8128.010347
54.0,17,8128.010355
54.0,17,8128.291503
80.0,17,8128.291561
54.0,17,8128.291575
32.0,17,8128.291584
80.0,17,8128.291593
54.0,17,8128.291601
80.0,17,8128.29161
54.0,17,8128.291618
54.0,17,8128.762743
54.0,17,8128.762798
80.0,17,8128.762811
32.0,17,8128.76282
80.0,17,8128.762828
54.0,17,8128.762836
32.0,17,8128.762844
54.0,17,8128.762852
32.0,17,8284.575666
32.0,17,8284.575753
80.0,17,8284.575772
32.0,17,8284.575784
32.0,17,8284.575793
32.0,17,8284.575801
54.0,17,8284.575809
80.0,17,8284.575816
32.0,17,8285.060309
32.0,17,8285.060369
80.0,17,8285.060378
32.0,17,8285.060386
54.0,17,8285.060393
54.0,17,8285.0604
54.0,17,8285.060407
54.0,17,8285.060414
54.0,17,8285.544553
54.0,17,8285.54461
54.0,17,8285.544624
80.0,17,8285.544634
54.0,17,8285.544642
54.0,17,8285.54465
54.0,17,8285.544658
32.0,17,8285.544666
54.0,17,8286.027407
80.0,17,8286.027472
54.0,17,8286.027483
32.0,17,8286.02749
54.0,17,8286.027497
54.0,17,8286.027503
54.0,17,8286.02751
80.0,17,8286.027517
54.0,17,8286.510425
54.0,17,8286.510509
54.0,17,8286.510525
54.0,17,8286.510535
80.0,17,8286.510543
54.0,17,8286.510551
54.0,17,8286.510559
80.0,17,8286.510567
54.0,17,8286.965599
32.0,17,8286.965663
54.0,17,8286.965676
54.0,17,8286.965685
80.0,17,8286.965695
54.0,17,8286.965704
54.0,17,8286.965712
54.0,17,8286.965719
58.0,17,8287.414447
80.0,17,8287.414506
54.0,17,8287.414521
32.0,17,8287.414531
54.0,17,8287.414539
80.0,17,8287.414547
80.0,17,8287.414555
54.0,17,8287.414563
58.0,17,8287.895363
32.0,17,8287.89542
54.0,17,8287.895434
54.0,17,8287.895443
80.0,17,8287.895451
54.0,17,8287.895459
54.0,17,8287.895466
54.0,17,8287.895474
32.0,17,8288.379919
80.0,17,8288.380001
80.0,17,8288.380018
80.0,17,8288.380027
32.0,17,8288.380034
58.0,17,8288.380042
80.0,17,8288.38005
80.0,17,8288.380058
80.0,17,8288.851829
54.0,17,8288.851888
54.0,17,8288.851901
80.0,17,8288.85191
80.0,17,8288.851918
80.0,17,8288.851926
14.0,17,8288.851934
54.0,17,8288.851942
54.0,17,8289.307608
54.0,17,8289.307664
32.0,17,8289.307678
80.0,17,8289.307687
58.0,17,8289.307695
80.0,17,8289.307703
58.0,17,8289.307712
32.0,17,8289.30772
32.0,17,8289.778689
14.0,17,8289.778745
32.0,17,8289.778756
32.0,17,8289.778763
54.0,17,8289.77877
54.0,17,8289.778777
80.0,17,8289.778784
80.0,17,8289.77879
32.0,17,8290.223932
32.0,17,8290.22399
32.0,17,8290.224
80.0,17,8290.224008
32.0,17,8290.224015
32.0,17,8290.224022
58.0,17,8290.224029
32.0,17,8290.224035
54.0,17,8290.681671
54.0,17,8290.681722
80.0,17,8290.681733
80.0,17,8290.68174
80.0,17,8290.681747
32.0,17,8290.681754
32.0,17,8290.681761
54.0,17,8290.681768
58.0,17,8291.171092
54.0,17,8291.171145
54.0,17,8291.171155
80.0,17,8291.171163
80.0,17,8291.17117
32.0,17,8291.171177
80.0,17,8291.171184
80.0,17,8291.17119
58.0,17,8291.643958
32.0,17,8291.644015
80.0,17,8291.644031
32.0,17,8291.644041
80.0,17,8291.644049
32.0,17,8291.644058
54.0,17,8291.644065
54.0,17,8291.644073
58.0,17,8292.132608
54.0,17,8292.132659
54.0,17,8292.13267
80.0,17,8292.132677
32.0,17,8292.132684
54.0,17,8292.132691
54.0,17,8292.132697
80.0,17,8292.132704
80.0,17,8292.600136
54.0,17,8292.600189
80.0,17,8292.6002
32.0,17,8292.600215
54.0,17,8292.600222
32.0,17,8292.600229
54.0,17,8292.600235
80.0,17,8292.600242
80.0,17,8293.07566
32.0,17,8293.075717
32.0,17,8293.075727
80.0,17,8293.075735
32.0,17,8293.075743
54.0,17,8293.07575
32.0,17,8293.075756
80.0,17,8293.075763
80.0,17,8293.553835
54.0,17,8293.553907
32.0,17,8293.553918
54.0,17,8293.553926
32.0,17,8293.553933
32.0,17,8293.55394
54.0,17,8293.553946
54.0,17,8293.553953
80.0,17,8294.017616
32.0,17,8294.01767
32.0,17,8294.01768
54.0,17,8294.017687
32.0,17,8294.017694
54.0,17,8294.017701
58.0,17,8294.017708
54.0,17,8294.017715
32.0,17,8294.491323
54.0,17,8294.491391
32.0,17,8294.491407
54.0,17,8294.491416
32.0,17,8294.491424
80.0,17,8294.491431
32.0,17,8294.491439
54.0,17,8294.491447
54.0,17,8294.99255
32.0,17,8294.99261
80.0,17,8294.992621
80.0,17,8294.992629
54.0,17,8294.992636
54.0,17,8294.992642
54.0,17,8294.992649
80.0,17,8294.992656
32.0,17,8295.43567
32.0,17,8295.435729
32.0,17,8295.435742
32.0,17,8295.435751
58.0,17,8295.435759
58.0,17,8295.435768
54.0,17,8295.435775
32.0,17,8295.435783
32.0,17,8295.914715
80.0,17,8295.914773
80.0,17,8295.914788
54.0,17,8295.914797
54.0,17,8295.914806
80.0,17,8295.914814
54.0,17,8295.914822
32.0,17,8295.914831
32.0,17,8296.376396
32.0,17,8296.376452
80.0,17,8296.376462
54.0,17,8296.37647
80.0,17,8296.376477
54.0,17,8296.376483
32.0,17,8296.37649
54.0,17,8296.376497
80.0,17,8296.863358
54.0,17,8296.863416
80.0,17,8296.863431
32.0,17,8296.86344
80.0,17,8296.863449
54.0,17,8296.863458
80.0,17,8296.863466
54.0,17,8296.863474
32.0,17,8297.351213
32.0,17,8297.351271
80.0,17,8297.351286
32.0,17,8297.351295
32.0,17,8297.351304
54.0,17,8297.351312
80.0,17,8297.35132
80.0,17,8297.351328
32.0,17,8297.499385
32.0,17,8297.499439
32.0,17,8297.49945
32.0,17,8297.49946
54.0,17,8297.499468
80.0,17,8297.499476
58.0,17,8297.499485
54.0,17,8297.499492
54.0,17,8297.547505
32.0,17,8297.547557
32.0,17,8297.54757
58.0,17,8297.54758
54.0,17,8297.547588
80.0,17,8297.547595
32.0,17,8297.547604
80.0,17,8297.547611
32.0,17,8297.597098
54.0,17,8297.597154
32.0,17,8297.597168
80.0,17,8297.597178
32.0,17,8297.597185
32.0,17,8297.597193
54.0,17,8297.5972
80.0,17,8297.597209
32.0,17,8297.643018
54.0,17,8297.643065
58.0,17,8297.643079
80.0,17,8297.643088
80.0,17,8297.643096
32.0,17,8297.643104
32.0,17,8297.643112
32.0,17,8297.64312
54.0,17,8297.693098
80.0,17,8297.693147
80.0,17,8297.693162
54.0,17,8297.693171
32.0,17,8297.69318
14.0,17,8297.693189
54.0,17,8297.693197
54.0,17,8297.693205
32.0,17,8297.73497
14.0,17,8297.735007
80.0,17,8297.735015
32.0,17,8297.735021
54.0,17,8297.735026
80.0,17,8297.73503
80.0,17,8297.735035
80.0,17,8297.73504
32.0,17,8297.764244
54.0,17,8297.76428
54.0,17,8297.764289
54.0,17,8297.764295
54.0,17,8297.764301
32.0,17,8297.764306
32.0,17,8297.764311
80.0,17,8297.764316
54.0,17,8297.799349
32.0,17,8297.799397
80.0,17,8297.799411
54.0,17,8297.799419
54.0,17,8297.799427
80.0,17,8297.799435
80.0,17,8297.799443
80.0,17,8297.79945
32.0,17,8297.837237
54.0,17,8297.83727
32.0,17,8297.837281
80.0,17,8297.837289
54.0,17,8297.837296
32.0,17,8297.837302
54.0,17,8297.837309
32.0,17,8297.837315
54.0,17,8297.869369
80.0,17,8297.869454
54.0,17,8297.869485
54.0,17,8297.869505
80.0,17,8297.869523
54.0,17,8297.869538
58.0,17,8297.869555
54.0,17,8297.86957
54.0,17,8298.19595
80.0,17,8298.196008
32.0,17,8298.196023
54.0,17,8298.196033
54.0,17,8298.19604
54.0,17,8298.196048
80.0,17,8298.196056
32.0,17,8298.196064
80.0,17,8298.675816
54.0,17,8298.675871
80.0,17,8298.675886
54.0,17,8298.675894
80.0,17,8298.675903
54.0,17,8298.675911
54.0,17,8298.675919
54.0,17,8298.675927
80.0,17,8299.143182
36.0,17,8299.143236
32.0,17,8299.14325
54.0,17,8299.14326
54.0,17,8299.143268
54.0,17,8299.143277
54.0,17,8299.143285
32.0,17,8299.143298
54.0,17,8299.623403
80.0,17,8299.623462
80.0,17,8299.623477
80.0,17,8299.623486
80.0,17,8299.623494
32.0,17,8299.623503
32.0,17,8299.623511
80.0,17,8299.623527
80.0,17,8300.095652
80.0,17,8300.095708
54.0,17,8300.09572
80.0,17,8300.095728
80.0,17,8300.095734
54.0,17,8300.095741
32.0,17,8300.095748
54.0,17,8300.095755
80.0,17,8300.593283
54.0,17,8300.593368
58.0,17,8300.593381
80.0,17,8300.59339
80.0,17,8300.593399
32.0,17,8300.593407
80.0,17,8300.593415
32.0,17,8300.593424
54.0,17,8301.081881
32.0,17,8301.08195
54.0,17,8301.081968
32.0,17,8301.081977
14.0,17,8301.081984
54.0,17,8301.081992
32.0,17,8301.082001
54.0,17,8301.082009
54.0,17,8301.585477
32.0,17,8301.585533
32.0,17,8301.585548
54.0,17,8301.585557
54.0,17,8301.585565
54.0,17,8301.585572
80.0,17,8301.58558
32.0,17,8301.585589
80.0,17,8302.056574
80.0,17,8302.056633
54.0,17,8302.056648
54.0,17,8302.056658
54.0,17,8302.056666
58.0,17,8302.056675
32.0,17,8302.056683
80.0,17,8302.056691
58.0,17,8302.51188
54.0,17,8302.511942
54.0,17,8302.511957
54.0,17,8302.511965
54.0,17,8302.511973
80.0,17,8302.511981
54.0,17,8302.51199
32.0,17,8302.511998
54.0,17,8302.965211
54.0,17,8302.96527
32.0,17,8302.965286
80.0,17,8302.965295
54.0,17,8302.965304
54.0,17,8302.965312
32.0,17,8302.965319
58.0,17,8302.965327
80.0,17,8303.427861
80.0,17,8303.427944
32.0,17,8303.42796
32.0,17,8303.427972
58.0,17,8303.42798
54.0,17,8303.427989
80.0,17,8303.427997
80.0,17,8303.428005
54.0,17,8303.888823
80.0,17,8303.888886
54.0,17,8303.888897
54.0,17,8303.888905
54.0,17,8303.888911
80.0,17,8303.888918
54.0,17,8303.888925
32.0,17,8303.888932
54.0,17,8304.334893
32.0,17,8304.334944
54.0,17,8304.334954
80.0,17,8304.334961
80.0,17,8304.334968
54.0,17,8304.334975
32.0,17,8304.334981
54.0,17,8304.334988
80.0,17,8304.703589
80.0,17,8304.703641
80.0,17,8304.703652
80.0,17,8304.703659
80.0,17,8304.703665
32.0,17,8304.703672
32.0,17,8304.703678
80.0,17,8304.703685
58.0,17,8305.175949
54.0,17,8305.176003
54.0,17,8305.176013
54.0,17,8305.176021
32.0,17,8305.176027
54.0,17,8305.176034
32.0,17,8305.17604
54.0,17,8305.176047
54.0,17,8305.63129
80.0,17,8305.631345
80.0,17,8305.631355
32.0,17,8305.631363
54.0,17,8305.631371
32.0,17,8305.631378
80.0,17,8305.631386
54.0,17,8305.631393
80.0,17,8306.11656
54.0,17,8306.116616
80.0,17,8306.116632
54.0,17,8306.116641
54.0,17,8306.116649
54.0,17,8306.116657
80.0,17,8306.116665
54.0,17,8306.116673
80.0,17,8306.594339
54.0,17,8306.594396
58.0,17,8306.594407
80.0,17,8306.594414
80.0,17,8306.594421
80.0,17,8306.594427
80.0,17,8306.594434
54.0,17,8306.594441
54.0,17,8307.061352
54.0,17,8307.061404
80.0,17,8307.061414
58.0,17,8307.061422
58.0,17,8307.061429
54.0,17,8307.061435
80.0,17,8307.061442
32.0,17,8307.061449
14.0,17,8307.514541
54.0,17,8307.514593
80.0,17,8307.514603
80.0,17,8307.514611
54.0,17,8307.514617
54.0,17,8307.514624
32.0,17,8307.51463
80.0,17,8307.514637
32.0,17,8308.000799
54.0,17,8308.000853
32.0,17,8308.000863
14.0,17,8308.00087
80.0,17,8308.000877
54.0,17,8308.000884
54.0,17,8308.00089
40.0,17,8308.000897
32.0,17,8308.491841
32.0,17,8308.4919
54.0,17,8308.491915
80.0,17,8308.491924
54.0,17,8308.491932
80.0,17,8308.49194
58.0,17,8308.491948
58.0,17,8308.491956
54.0,17,8308.87468
32.0,17,8308.874737
80.0,17,8308.874752
32.0,17,8308.874763
80.0,17,8308.874771
54.0,17,8308.874779
54.0,17,8308.874787
32.0,17,8308.874796
14.0,17,8309.089244
80.0,17,8309.089302
80.0,17,8309.089316
54.0,17,8309.089326
80.0,17,8309.089334
54.0,17,8309.089343
32.0,17,8309.089351
80.0,17,8309.089359
32.0,17,8309.166646
54.0,17,8309.166704
80.0,17,8309.166718
58.0,17,8309.166726
32.0,17,8309.166734
58.0,17,8309.166742
80.0,17,8309.166749
54.0,17,8309.166757
54.0,17,8309.310316
80.0,17,8309.310374
54.0,17,8309.310385
54.0,17,8309.310394
54.0,17,8309.310401
58.0,17,8309.310409
32.0,17,8309.310417
58.0,17,8309.310426
54.0,17,8309.454002
80.0,17,8309.454059
80.0,17,8309.454073
32.0,17,8309.454082
80.0,17,8309.454091
54.0,17,8309.454099
32.0,17,8309.454107
32.0,17,8309.454115
